recipe_id,easy,child,beauty,lunchbox,volume,lunch,nutrition,cheap,snack
1816381,0,1,0,0,0,0,0,0,0
4023848,0,0,0,0,0,0,0,0,0
679822,0,0,0,0,0,0,0,0,0
239852,1,0,0,0,0,0,0,0,0
1633429,1,0,0,0,0,0,0,0,0
911894,1,0,0,0,0,0,0,0,0
4518347,0,0,0,0,0,0,0,0,0
4455459,1,0,0,0,0,0,0,0,1
797009,1,0,0,0,0,0,0,0,0
291982,1,0,0,0,0,0,0,1,0
727910,0,0,0,0,0,0,0,0,0
419114,1,0,0,0,0,0,0,0,0
377599,1,0,0,0,0,0,0,0,0
1288411,0,1,0,0,0,0,0,0,0
484365,0,0,0,0,0,0,0,0,0
453242,1,0,0,0,0,1,0,0,0
692186,0,0,0,0,0,0,0,0,0
2822491,1,1,0,0,0,1,0,0,0
1168305,0,0,0,0,0,0,0,0,0
4230846,1,0,0,0,0,0,0,0,0
2283442,1,0,0,0,0,0,0,0,0
251376,1,0,0,0,0,0,0,0,0
3347080,1,1,0,0,0,0,0,0,1
1731799,0,1,0,0,0,0,0,0,0
478542,1,0,0,0,0,0,0,0,0
184393,0,0,0,0,0,0,0,0,0
500112,1,0,0,0,0,0,0,0,0
343880,0,0,0,0,0,0,0,0,0
312925,0,0,0,0,0,0,0,0,0
307224,0,0,0,0,0,0,0,0,0
286601,1,0,0,0,0,0,0,0,0
651518,0,0,0,0,0,0,0,0,0
354646,0,0,0,0,0,0,0,0,0
2738348,1,0,0,0,0,0,0,0,0
320854,0,0,0,0,0,0,0,0,0
2419440,0,0,0,1,0,1,0,0,0
959706,0,0,1,0,0,0,0,0,0
3947658,1,0,0,0,0,0,0,0,1
1347771,1,1,0,0,0,0,0,0,0
1461582,0,0,0,0,0,0,0,0,0
853593,0,0,0,0,0,0,0,0,0
756916,0,0,0,0,0,0,0,0,0
3679574,0,0,0,0,0,0,0,0,0
2733504,0,0,0,0,0,0,0,0,1
2093775,1,0,0,0,0,0,0,0,0
318581,0,0,0,0,0,0,0,0,0
3750081,1,0,0,0,0,0,0,0,1
2518099,1,0,0,0,0,1,0,0,0
908359,0,1,0,0,0,0,0,0,0
923009,1,0,0,0,0,0,0,0,0
2947309,1,1,0,0,0,0,0,0,0
4393942,0,0,0,0,0,0,0,0,0
2908318,0,0,0,0,0,0,0,0,0
1927301,0,0,1,0,0,0,0,0,1
1275132,0,0,0,1,0,0,0,0,0
1724431,1,0,0,0,0,0,0,0,0
3282352,1,0,0,0,0,0,0,0,0
2016972,1,0,0,0,0,0,0,0,0
919118,1,0,0,0,0,0,0,1,0
2051903,0,0,0,0,0,0,0,1,0
1442348,0,0,0,0,0,0,0,0,0
2727547,1,0,1,0,0,0,1,0,0
2460099,1,0,0,0,0,0,0,0,0
3720229,1,0,0,0,0,0,0,0,1
1782906,1,1,0,0,0,0,0,0,0
2465761,1,0,0,0,0,0,0,0,0
457201,0,0,0,0,0,0,0,0,0
2478850,0,0,0,0,0,0,0,0,0
1890495,0,0,0,0,0,0,0,0,0
2631821,1,1,0,0,0,0,0,0,0
837902,1,0,0,0,0,0,0,0,1
1422699,1,0,0,0,0,0,0,0,0
2149882,1,0,0,0,0,0,0,1,0
311523,1,0,0,0,0,0,0,0,0
3479839,0,0,0,0,0,0,1,0,0
3720803,0,0,0,0,0,0,0,0,0
454704,0,0,1,0,0,0,0,0,1
3526619,0,1,0,1,0,0,0,0,0
2123374,0,0,0,0,0,0,0,0,0
1914748,1,0,0,0,0,0,0,0,0
4088121,1,0,0,0,0,0,0,0,0
440317,0,1,0,1,0,0,0,0,0
1433088,0,0,0,0,0,0,0,0,0
253598,0,0,0,0,0,0,0,0,0
411318,0,0,0,0,0,0,0,0,0
489384,1,0,0,0,0,0,0,0,0
1038803,0,0,0,0,0,0,0,0,0
2035068,1,0,0,0,0,0,0,0,0
1196266,1,0,0,0,0,0,0,0,1
1415440,1,0,0,0,0,0,0,0,0
2843751,1,0,0,0,0,0,0,0,0
2621572,1,0,0,1,0,0,0,0,0
3996078,1,0,0,0,0,0,0,1,1
2222863,1,0,0,0,0,0,0,0,0
2629142,1,0,0,0,0,0,1,0,0
1309608,0,0,0,0,0,0,0,0,0
3298026,0,0,0,0,0,0,0,0,0
2445154,1,0,0,1,0,0,0,0,0
468391,0,1,0,1,0,0,0,0,0
1874728,1,0,0,0,0,0,0,0,0
2022607,1,0,0,1,0,0,1,0,0
2271152,1,0,0,0,0,0,0,1,1
1569053,0,0,0,0,0,0,0,0,0
3844896,1,0,1,1,0,0,0,0,0
1632054,1,0,0,0,0,0,0,0,0
2160716,0,0,0,0,1,0,0,1,0
1090480,0,0,1,0,0,0,0,0,1
389946,0,0,0,0,0,0,0,0,0
1113562,0,0,0,0,0,0,0,0,0
1415913,0,0,0,0,0,0,0,0,0
2066959,1,0,0,0,0,0,0,0,0
625120,1,0,0,0,0,0,0,0,0
165105,0,0,0,0,0,0,0,0,1
2412575,1,0,0,0,0,0,0,0,0
3159829,0,1,0,0,0,0,0,0,0
2798978,0,0,0,0,0,0,0,0,0
1519351,0,0,0,0,0,0,0,0,0
417366,0,0,0,1,0,0,0,0,0
1269668,0,0,0,0,0,0,0,0,0
1491806,1,0,0,0,0,0,0,0,0
258784,0,0,0,0,0,0,0,0,0
868913,1,0,0,1,0,0,0,0,0
1219090,0,0,0,0,0,0,0,0,0
4079837,0,0,0,0,0,0,0,0,0
2227362,0,0,0,0,0,0,0,0,0
208933,1,0,0,0,0,0,0,0,0
368050,0,1,0,0,0,0,0,0,0
3969423,0,0,0,1,0,0,0,0,0
2535837,1,0,0,1,0,0,0,0,1
1769734,1,0,0,0,0,0,0,0,0
1535394,0,0,0,0,0,0,0,0,1
204013,0,0,0,0,0,0,0,0,1
252673,0,0,0,0,0,0,0,0,0
666811,1,0,0,0,0,0,0,0,0
2990412,0,0,0,0,0,0,0,0,0
1071883,0,0,0,0,0,0,0,0,0
2436495,0,1,0,0,0,0,0,0,0
1297137,0,0,0,0,0,0,0,0,0
1936286,0,0,0,0,0,0,0,0,0
2185605,1,1,0,1,0,1,0,1,0
2001188,1,0,0,0,0,0,0,1,0
3296487,1,0,0,0,1,0,0,1,0
4205067,0,0,0,1,0,0,0,0,0
1670732,1,1,0,0,0,0,0,0,0
2201745,1,0,0,0,0,0,0,0,0
2127272,0,1,0,0,0,0,0,0,0
1623350,0,1,0,0,0,0,0,0,0
2956774,0,0,0,0,0,0,0,0,0
2619848,1,0,0,0,0,0,0,0,0
2847207,0,0,0,0,0,0,0,0,0
1497194,0,0,0,0,0,0,0,0,0
3550973,1,0,0,0,0,0,0,1,0
3645227,1,0,0,0,0,0,0,0,0
395123,0,0,0,0,0,0,0,0,0
2616314,1,0,0,0,0,0,0,0,0
2738124,0,0,0,0,0,0,0,0,1
2167895,1,0,0,0,0,0,0,0,0
296894,0,0,0,0,0,0,0,0,0
1334463,1,0,0,1,0,0,0,0,0
2091877,1,0,0,0,0,0,0,0,0
3928093,0,0,0,0,0,0,0,0,1
1609241,1,0,0,0,0,0,0,1,0
1197861,1,0,0,0,0,0,0,0,0
1660362,1,1,0,0,0,0,0,0,0
275015,1,0,0,0,0,0,0,0,1
3390261,0,0,1,0,0,0,0,0,0
340469,1,0,0,0,0,0,0,0,0
298023,0,0,0,0,0,0,0,0,0
266269,0,0,0,0,0,0,0,0,0
3678109,0,0,0,0,0,0,0,0,0
3091976,0,0,1,0,0,0,0,0,0
3577753,1,0,0,0,0,0,0,0,0
2885122,0,0,0,0,0,0,0,0,0
663255,0,0,0,0,0,0,0,0,0
212981,0,0,0,0,0,0,0,0,0
2638616,0,0,0,0,0,0,0,0,0
4136752,1,0,0,0,0,0,0,0,0
2308128,0,0,0,0,0,0,0,0,0
2224325,1,0,0,1,0,0,0,0,0
1520207,1,0,0,0,0,0,0,0,0
711526,0,0,0,0,0,0,0,0,0
102203,1,1,0,1,0,0,0,0,0
971738,1,0,0,0,0,0,0,0,0
2261693,1,0,0,0,0,0,0,0,0
2207445,1,1,0,1,0,0,0,0,1
597693,1,0,0,0,0,0,0,0,0
2569532,0,0,0,0,0,0,0,0,0
3159311,0,0,1,0,0,0,0,0,0
489015,0,1,0,0,0,0,0,0,0
292300,1,0,0,0,0,0,0,0,0
1687077,0,0,0,0,0,0,0,0,0
2338064,1,0,0,0,0,0,0,0,0
2537762,1,0,0,0,0,0,0,0,0
846729,1,0,0,0,0,0,1,0,0
3323683,0,0,0,0,0,0,0,0,0
4374092,0,0,1,1,0,0,0,1,1
688860,0,0,0,0,0,0,1,0,0
2903446,0,0,0,0,0,0,0,0,0
950435,1,0,0,1,0,0,0,0,0
124331,0,0,0,0,0,0,0,0,0
414321,0,0,0,0,0,0,0,0,0
2572684,1,0,0,1,0,0,0,0,1
735429,0,0,0,0,0,0,0,0,0
4236183,0,0,0,0,0,0,0,0,0
3831304,1,0,0,0,0,0,0,0,0
956918,0,0,0,0,0,0,0,0,0
2893388,1,0,0,1,0,0,0,0,0
377464,0,0,0,0,0,0,0,0,0
858367,0,0,0,0,0,0,0,0,0
4222590,1,0,0,0,0,0,0,0,0
419840,0,0,0,0,0,0,0,0,0
1492142,1,0,0,0,0,0,0,0,0
271282,0,0,0,0,0,0,0,1,0
2584857,0,0,0,1,0,0,0,0,1
3470823,1,0,0,0,0,0,0,1,0
2494236,1,0,0,1,0,1,0,0,1
2357569,0,0,0,0,0,0,0,0,0
2058333,0,0,0,0,0,0,0,0,0
2764934,1,0,0,0,0,0,0,0,0
587369,0,0,0,0,0,0,0,0,0
2134370,1,0,0,0,0,0,0,1,0
1421774,0,0,0,0,0,0,0,0,0
2808168,1,0,0,0,0,0,0,0,0
2131522,1,0,0,0,0,0,0,0,0
1047636,1,0,0,1,0,0,0,0,1
3351945,0,0,0,0,0,0,0,0,1
367464,0,0,0,0,0,0,0,0,0
2937119,0,0,0,0,0,0,0,0,0
379180,1,0,0,0,0,0,0,0,0
1436818,0,0,0,0,0,0,0,0,0
2588527,0,0,0,1,0,0,0,0,1
974869,0,0,0,0,0,0,0,0,0
646265,0,0,0,0,0,0,0,0,0
1126047,0,0,0,1,0,0,0,0,0
3591742,1,0,0,0,0,0,0,0,0
207812,0,0,0,0,0,0,0,0,0
2046268,1,0,0,0,0,0,0,0,1
303660,0,0,0,0,0,0,0,0,0
3399781,0,1,0,0,0,0,0,0,0
2573580,1,0,0,1,0,0,0,1,1
2377999,1,0,0,0,0,0,0,0,0
1470794,0,1,0,1,0,0,0,0,0
2826485,0,0,0,0,0,0,0,0,0
2309386,0,0,1,0,0,0,0,0,0
377872,1,0,0,0,0,0,0,0,0
503293,1,0,0,0,0,0,0,0,0
2166945,1,0,1,0,0,0,0,0,0
639787,0,0,0,0,0,0,0,0,0
1200065,1,0,0,0,0,0,0,0,1
3255222,1,0,0,0,0,0,0,0,0
719950,0,0,0,0,0,0,0,0,0
653821,1,0,0,0,0,0,0,0,0
2679588,1,0,0,1,0,0,0,0,1
2211987,0,0,0,0,0,0,0,0,0
1023062,0,0,0,0,0,0,0,0,0
1075602,0,0,0,0,0,0,0,1,0
2599789,0,0,1,0,0,0,0,0,0
3006127,1,0,0,0,0,1,0,0,0
972401,0,0,1,1,0,0,0,1,1
3182700,0,0,0,0,0,0,0,0,0
4126093,1,0,0,0,0,0,0,0,0
4362453,0,0,0,0,0,0,0,0,0
3261287,1,0,0,0,0,0,0,0,0
2577469,1,0,0,0,0,0,0,0,0
4109380,0,0,0,0,0,0,0,0,0
764099,1,0,0,0,0,0,0,0,0
769351,0,0,0,0,0,0,0,0,0
3996756,1,0,1,0,0,0,0,0,0
272011,0,0,0,0,0,0,0,0,0
2148114,0,0,0,0,0,0,0,0,0
1074443,0,0,0,0,0,0,0,0,0
2536935,1,0,0,0,0,0,0,0,0
1734466,1,0,1,0,0,0,0,0,0
4131306,0,0,0,0,1,0,0,0,0
1619979,1,0,0,0,0,0,0,0,0
485870,0,0,0,0,0,0,0,0,0
2178058,0,0,0,0,0,0,0,0,0
770170,0,0,0,0,0,0,0,1,0
1370906,0,0,0,0,0,0,0,0,0
753610,1,0,0,0,0,0,0,0,0
2207500,0,0,0,0,0,0,0,0,0
2604811,1,0,0,1,0,0,0,0,0
1220083,0,0,0,0,0,0,0,0,0
475777,1,0,0,0,0,0,0,0,0
158856,0,0,0,0,0,0,0,0,0
468846,0,0,0,0,0,0,0,0,0
1716844,1,0,0,1,0,0,0,0,0
2981891,0,1,0,0,0,0,0,0,0
3131835,0,0,0,0,0,0,0,0,0
893326,0,0,0,0,0,0,0,0,0
377521,1,0,0,1,0,0,0,0,1
388879,0,1,0,0,0,0,0,0,0
1022673,0,0,0,0,0,0,0,0,0
1171173,0,0,1,0,0,0,0,0,0
1379674,0,0,0,0,0,0,0,1,0
1115662,0,0,0,0,0,0,0,0,0
3554208,1,0,0,0,0,0,0,0,0
882537,1,0,0,0,0,0,0,0,1
2663185,0,0,0,0,0,0,0,0,0
1313878,1,0,0,1,0,0,0,0,1
3950430,1,0,0,0,0,0,0,0,0
2467072,1,0,1,0,0,0,1,0,0
1408225,0,0,0,0,0,0,0,0,0
1230650,0,0,0,0,0,0,0,0,0
2099006,0,0,0,1,0,0,0,0,0
2727269,1,0,0,0,0,0,0,0,0
238828,0,0,0,0,0,0,0,0,0
128484,0,0,0,1,0,0,0,0,0
3146322,1,0,1,0,0,0,1,0,0
1456075,1,0,0,0,0,0,0,0,0
1772085,0,0,0,0,0,0,0,0,0
1711051,1,0,0,1,0,0,0,0,0
621837,1,0,0,0,0,0,0,0,0
312708,1,0,0,0,0,0,0,0,0
869656,0,0,0,0,0,0,0,0,0
2273568,0,0,1,0,0,0,0,0,0
585138,0,0,1,0,0,0,0,0,0
2136121,1,0,0,0,0,0,0,1,0
3331082,0,0,0,0,0,0,0,0,0
1151746,1,0,1,0,0,0,0,0,0
4192619,1,0,0,0,0,0,0,0,0
299370,0,0,0,0,0,0,0,0,0
252274,1,0,0,0,0,0,0,0,0
73592,0,0,0,0,0,0,0,0,0
304776,1,0,0,0,0,0,0,0,0
1623612,0,0,0,1,0,0,0,0,0
188534,1,0,0,0,0,0,1,0,0
499279,1,0,0,0,0,0,0,0,0
676515,1,0,0,0,0,0,0,0,0
1803642,0,0,0,0,0,0,0,0,0
1026519,1,0,0,0,0,0,0,0,0
2562811,1,0,0,0,0,0,0,0,1
377608,1,0,0,0,0,0,0,0,0
1634587,0,0,0,0,0,0,0,0,1
4465684,0,0,0,0,0,0,0,0,0
1626943,0,0,0,0,0,0,0,0,0
2384661,0,0,0,1,0,0,0,0,0
385898,1,0,0,0,0,0,0,0,0
2255909,0,0,0,0,0,0,0,0,0
1715442,1,0,0,0,0,1,0,0,1
1324822,0,0,0,0,0,0,0,0,0
3953836,1,0,0,0,0,0,0,0,0
3540532,0,0,0,0,0,0,0,0,0
1093351,1,0,0,1,0,0,0,0,1
3449888,0,0,0,0,0,0,0,0,0
2697541,0,0,0,0,0,0,0,0,0
994502,0,0,1,0,0,0,0,0,0
1415047,0,0,0,1,0,0,0,0,0
1488723,1,0,0,0,0,0,0,0,0
389012,0,0,0,0,0,0,0,0,1
2398212,0,0,0,0,0,0,0,0,0
3559343,1,0,0,0,1,0,0,0,0
1428739,0,0,0,0,0,0,0,0,0
513440,0,1,0,0,0,0,0,0,0
957036,1,0,0,0,0,0,0,0,0
1531380,0,0,0,0,0,0,0,0,0
2447094,0,0,0,0,0,0,0,0,0
1059917,0,0,0,0,0,0,0,1,0
275107,0,0,0,0,0,0,0,0,0
1989094,0,1,0,0,0,0,0,0,0
497288,1,1,0,0,0,0,0,0,0
472724,1,0,0,0,0,0,0,0,1
2781718,0,0,0,0,0,0,0,0,0
1870383,1,1,0,0,0,0,0,0,0
2381526,1,0,0,0,0,0,0,0,0
3664487,1,0,0,1,0,0,1,0,0
2179976,1,0,0,0,0,0,0,0,0
3214041,1,1,0,0,0,0,0,0,0
3724051,1,0,0,0,0,0,0,1,0
946332,0,0,0,0,0,0,0,0,0
2100156,1,1,0,0,0,0,0,0,0
3290504,0,0,1,0,0,0,0,0,0
1412297,1,0,0,0,0,0,0,1,0
1209182,0,0,0,0,0,0,0,0,0
957523,0,0,0,1,0,0,0,0,0
766698,0,0,0,0,0,1,0,0,0
1859514,0,0,0,1,0,0,0,0,0
3524366,0,0,0,0,0,0,0,0,0
2651332,1,0,0,1,0,0,0,0,0
378512,1,0,0,0,0,0,0,0,0
1717490,0,0,0,0,0,0,0,0,0
319001,0,0,0,0,0,0,0,0,0
4121869,1,0,0,0,0,0,0,0,0
1118396,1,0,1,0,0,1,0,0,0
2226031,1,0,1,0,0,0,0,0,0
2314222,1,0,0,0,0,0,0,0,0
1201418,1,0,0,0,0,1,0,0,0
2723695,1,0,0,0,0,0,0,0,0
151548,0,0,0,0,0,0,0,0,0
2100506,1,1,0,0,0,1,0,0,0
2999664,0,0,0,0,0,0,0,0,0
9828,1,0,1,0,0,0,0,0,0
352403,0,0,0,0,1,0,0,0,0
257563,0,0,0,0,0,0,0,0,1
288074,1,0,0,0,0,0,0,0,0
2768297,1,0,0,1,0,0,0,0,1
788128,0,0,0,0,0,0,0,0,0
2640870,0,0,0,0,0,0,0,0,0
279431,0,0,0,0,0,0,0,0,0
1166120,1,0,0,0,0,0,0,0,0
492823,1,0,0,0,0,0,0,0,0
3333400,0,0,0,0,0,0,0,0,0
310220,0,0,0,1,0,0,0,0,1
2908123,0,0,0,0,0,0,0,0,0
291605,1,0,0,0,0,0,0,1,0
1903465,1,0,0,0,0,0,0,0,0
741441,0,0,0,0,0,0,0,0,0
703632,0,0,0,0,0,0,0,0,0
601097,1,0,0,0,0,0,0,0,0
3650072,1,0,1,0,0,0,0,0,0
2837502,1,0,0,0,0,0,0,0,0
762321,1,0,0,0,0,0,0,0,0
3364888,0,0,0,0,0,0,0,0,0
3293017,0,0,0,0,0,0,0,0,0
3518136,1,0,0,1,0,0,0,0,0
2241663,1,0,0,0,0,0,0,0,0
2134736,0,0,0,0,0,0,0,0,0
2006525,1,1,0,1,0,0,0,0,1
4164649,1,0,0,0,0,0,0,0,1
4138424,0,0,0,0,0,0,0,0,1
2140924,0,0,0,0,0,0,0,0,0
2950931,0,0,1,0,0,0,0,0,0
1714029,1,0,1,0,0,0,0,0,0
363962,0,0,0,0,0,0,0,0,0
2282357,0,0,0,0,0,0,0,0,0
1773817,1,0,0,0,0,0,0,0,0
4263423,0,0,0,1,0,0,0,0,0
491063,0,0,0,0,0,0,0,0,0
351813,1,0,0,0,0,0,0,0,0
2992747,1,0,0,0,0,0,0,0,0
4325988,0,0,0,0,0,0,0,0,0
2688134,0,0,0,0,0,0,0,0,0
1059794,1,0,0,0,0,0,0,0,0
731186,0,0,0,0,0,0,0,0,0
1917349,0,0,0,0,0,0,0,0,0
2073075,0,0,0,0,0,0,0,0,0
3172954,0,0,0,0,0,0,0,0,0
1759005,0,0,0,0,0,0,0,0,1
1868526,1,0,0,0,0,0,0,0,0
1311445,1,0,0,0,0,0,0,0,0
705820,0,0,0,0,0,0,0,0,0
2596485,1,0,0,0,0,0,0,0,0
1370156,0,0,0,0,0,0,0,0,0
2133159,0,0,0,0,0,0,0,0,0
373431,1,0,0,0,0,0,0,0,0
791466,0,0,0,1,0,0,0,0,0
622132,1,0,1,0,0,1,0,0,0
3847594,0,0,0,0,0,0,0,0,0
1687431,1,0,0,0,0,0,0,0,0
244973,1,0,0,0,0,0,0,0,0
971684,0,0,0,0,0,0,0,0,0
626171,0,0,0,0,0,0,0,0,0
2752810,1,0,0,0,0,0,0,0,0
2092060,1,0,0,0,0,0,0,0,0
948910,0,0,0,0,0,0,0,0,0
2985128,0,0,0,0,0,0,0,0,0
306862,1,0,0,0,0,0,0,1,0
1438810,1,0,0,0,0,0,0,1,0
888069,1,0,0,0,0,0,0,0,0
1980889,0,0,0,0,0,0,0,0,0
1336736,0,0,1,0,0,0,1,0,0
1636390,1,0,0,0,0,0,0,0,0
1610308,0,0,0,0,0,0,0,0,0
4096312,0,0,0,0,0,0,0,0,1
354742,0,0,0,0,0,1,0,0,0
1914565,1,0,0,0,0,0,0,1,0
283507,1,0,0,0,0,0,0,0,0
967300,1,0,0,0,0,0,0,0,0
2193840,1,0,0,0,1,0,0,0,0
3059065,1,1,0,1,0,1,0,0,0
3164183,1,0,1,0,1,0,0,0,0
389792,0,0,0,0,0,0,0,0,0
2423510,1,0,0,0,0,0,0,0,1
4262377,0,0,0,0,0,0,0,0,0
490737,0,0,0,0,0,0,0,0,0
1696365,1,0,0,0,0,0,0,0,0
3313366,0,0,0,0,0,0,0,0,0
2724280,0,0,0,0,0,0,0,0,0
432710,0,0,0,0,0,0,0,0,0
1383938,1,0,0,0,0,1,0,0,0
2184393,1,0,0,0,0,0,0,0,0
2310918,1,0,0,0,0,0,0,0,0
1593132,0,0,0,0,0,0,0,0,0
887723,0,0,1,0,0,0,0,1,0
235076,0,0,0,0,0,0,0,0,0
2094858,0,0,0,0,0,0,0,0,0
514540,1,0,0,0,0,0,0,0,0
1662172,1,0,0,0,0,0,0,0,1
1678986,0,0,0,0,0,0,0,0,0
3211193,0,0,0,1,0,0,0,0,0
2581205,0,0,1,0,0,0,0,0,0
871509,0,0,0,0,0,0,0,0,1
847968,1,0,0,0,0,0,0,0,0
3510910,0,0,0,0,0,0,0,0,0
250875,1,0,0,0,0,0,0,0,0
2411031,1,0,0,0,0,0,0,0,1
3367477,1,0,0,0,0,0,0,0,0
930664,0,0,0,0,0,0,0,0,1
3961681,0,0,0,0,0,0,0,0,0
358274,0,0,0,0,0,0,0,0,0
2082125,1,0,0,0,0,0,0,0,0
2552361,0,0,0,1,0,0,0,0,0
2720693,0,0,0,0,0,0,0,0,1
2485124,0,0,0,0,0,0,0,0,0
2220235,1,0,0,1,0,0,0,0,0
3174496,1,1,0,0,0,0,0,0,1
2855914,0,0,0,0,0,0,0,0,0
569973,1,0,0,0,0,0,0,0,0
2736317,1,0,0,0,0,0,0,0,0
2665417,0,0,0,0,0,0,0,0,0
718654,1,0,0,0,0,0,0,0,0
649169,0,0,0,0,0,0,1,0,0
2315649,1,0,0,0,0,0,0,0,0
1766603,1,0,0,0,0,0,0,0,0
2586939,0,0,0,0,0,0,0,0,1
185039,1,0,0,0,0,0,0,0,0
2771366,1,0,0,0,0,0,0,0,0
917844,1,0,0,0,0,0,0,1,0
812924,0,0,0,0,0,0,0,0,0
1205271,0,0,0,0,0,0,0,0,0
280794,0,0,0,0,0,0,0,0,0
4157715,1,0,0,0,0,0,0,1,0
713761,0,0,0,0,0,0,0,0,0
2996138,1,0,0,0,0,0,0,0,0
990804,1,0,0,0,0,0,0,0,0
1129961,0,0,0,0,0,0,0,0,1
2592700,1,0,0,0,0,0,0,0,0
2016319,1,0,0,0,0,0,1,0,0
1668656,1,0,0,1,0,0,0,0,1
256671,1,0,0,0,0,0,0,0,0
1374729,0,0,0,0,0,0,0,0,0
278723,0,0,0,0,0,0,0,0,0
2576844,0,0,0,1,0,0,0,0,0
2569748,0,0,0,0,0,0,0,1,0
1041432,0,0,0,0,0,0,0,0,0
3400058,0,0,1,0,0,0,1,0,0
2294846,1,0,0,0,0,0,0,0,0
1044260,0,0,1,0,0,0,1,0,0
1764844,1,0,0,0,0,0,0,0,0
2672151,0,0,0,0,0,0,0,0,0
1482292,0,0,0,0,0,0,1,0,0
1241355,0,0,0,0,0,0,0,1,0
2545277,0,0,0,1,0,0,0,0,0
2026605,1,0,0,0,0,0,1,0,0
1028141,1,0,0,0,0,1,0,0,0
278373,0,1,0,0,0,0,0,0,0
796966,1,0,0,0,0,0,0,0,0
2670496,1,0,0,0,0,0,0,0,1
324786,0,1,0,0,0,0,0,0,0
1604127,0,0,0,0,1,0,0,1,0
3672400,1,0,0,0,1,0,0,0,0
3487331,1,0,0,0,0,0,0,0,0
327000,0,0,0,1,0,0,0,0,0
1235014,0,0,0,0,0,0,0,0,0
1013641,0,0,0,0,0,0,0,0,0
2001126,1,0,1,0,0,0,0,0,0
2104046,0,0,1,0,0,0,0,0,0
576556,1,0,0,0,0,0,1,0,0
365273,0,0,0,0,0,0,0,0,0
1312906,1,0,0,0,0,0,0,0,0
517045,1,0,0,1,0,0,0,0,0
1495107,0,0,0,0,0,0,0,0,0
1960018,1,0,0,0,0,1,0,0,1
247963,0,0,0,0,0,0,0,0,0
1595635,1,0,0,0,0,0,0,0,0
2581985,0,0,0,0,0,0,0,0,1
410548,0,0,0,0,0,0,0,0,0
2144658,1,0,0,0,0,0,0,0,0
3444255,1,1,0,0,0,0,0,0,0
1675434,0,0,0,0,0,0,1,0,0
469892,1,0,0,0,0,0,0,0,0
1242579,0,0,0,0,0,0,0,0,0
1400603,0,1,0,0,0,0,0,0,0
1640280,1,1,0,0,0,0,0,0,0
811172,0,0,0,1,0,0,0,0,0
3185600,1,0,0,0,0,0,0,0,0
2469996,0,0,1,0,0,0,0,1,1
477863,1,0,0,0,0,0,0,0,0
631437,0,0,0,0,0,0,0,0,0
3539112,0,0,0,0,0,0,0,0,0
2750657,0,1,0,0,0,0,0,0,0
2159986,0,0,0,0,0,0,0,0,0
301427,1,0,0,0,0,0,0,0,0
2335990,1,0,0,1,0,0,0,0,0
2424810,0,0,1,0,0,0,1,0,0
864567,1,0,0,1,0,0,0,1,0
3467020,1,0,0,0,0,0,0,0,0
320680,1,0,0,0,0,0,0,0,1
2082719,1,0,0,1,0,0,0,0,0
948290,0,1,0,0,0,0,0,0,0
2558150,1,0,0,0,0,1,0,0,0
2370876,1,0,0,0,0,0,0,0,0
2808607,0,0,0,1,0,0,0,0,0
